Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Weight_per_Unit_g,fiber_g,sugar_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg_detailed,zinc_mg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b6_mg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,folate_mcg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fat_g,cholesterol_mg_detailed,omega_3_g,omega_6_g
Tomato Soup (1 can),Meal/Vegetable,170,4.0,25.0,6.0,4.0,15.0,900,10,Lunch,0,350.0,2.4499999999999997,0.0,24.5,0.9800000000000001,0.0,0.0,1078.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
Grilled Cheese Sandwich,Meal/Processed,390,15.0,32.0,22.0,3.0,4.0,800,60,Lunch,0,100.0,2.6,0.0,224.0,2.31,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,29.0,0.0,0.0
Beef Tacos (2 hard shell),Meal/Meat,380,18.0,28.0,22.0,5.0,3.0,600,50,Dinner,500,100.0,0.9,0.0,130.0,1.12,17.0,160.0,273.0,473.0,2.65,69.0,0.054,0.154,2.255,0.206,0.0,6.6,0.1,0.75,5.8,15.0,5.26,3.836,0.405,0.0,44.0,0.0,0.0
Refried Beans (1/2 cup),Legume,115,7.0,19.0,1.0,6.0,1.0,480,0,Dinner,0,120.0,4.44,0.0,34.8,1.728,42.0,110.39999999999999,382.8,444.0,0.696,0.0,0.08639999999999999,0.09,0.41879999999999995,0.1176,0.0,6.84,0.0,0.108,2.52,12.0,0.7572,0.7212,0.6516000000000001,0.0,0.0,0.0,0.0
Guacamole (1/4 cup),Vegetable/Condiment,90,1.0,4.0,8.0,3.0,0.5,120,0,Dinner,0,60.0,4.02,0.0,0.0,0.0,0.0,0.0,300.0,229.79999999999998,0.0,0.0,0.0,0.0,0.0,0.1602,0.0,7.199999999999999,0.0,0.0,12.78,48.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0
Watermelon (1 cup diced),Fruit,46,0.9,11.5,0.2,0.6,9.4,2,0,Snack,0,240.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English Muffin (whole wheat),Grain,134,6.0,26.0,1.0,4.4,1.0,210,0,Breakfast,250,100.0,1.6,0.0,233.0,2.09,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,105.0,0.0,0.0
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.0,50.0,17.0,5.0,20.0,450,0,Lunch,250,100.0,2.8,0.0,128.0,2.33,64.0,157.0,232.0,368.0,1.19,0.0,0.315,0.188,6.303,0.179,0.0,0.2,0.0,2.72,0.2,85.0,3.391,7.796,4.584,0.0,0.0,0.0,0.0
Clam Chowder (1 cup),Meal/Seafood,200,10.0,18.0,9.0,1.0,2.0,870,30,Lunch,0,240.0,0.96,0.0,98.39999999999999,0.696,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,0.0,12.743999999999998,0.0,0.0,0.0,84.0,0.0,0.0
Iced Tea (Sweetened 16oz),Beverage,180,0.0,46.0,0.0,0.0,46.0,15,0,Snack,500,453.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lasagna (1 serving meat),Meal/Pasta,350,20.0,30.0,17.0,4.0,7.0,850,55,Dinner,250,100.0,0.9,0.0,92.0,0.83,0.0,0.0,0.0,203.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,18.0,0.0,0.0
Garlic Bread (1 slice),Grain,150,4.0,18.0,7.0,1.0,1.0,310,0,Dinner,0,40.0,0.7200000000000001,0.0,0.0,1.012,0.0,0.0,0.0,168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052,0.0,0.0,0.0,3.6,0.0,0.0
Chocolate Milk (1 cup),Beverage/Dairy,200,8.0,26.0,8.0,1.0,24.0,160,30,Snack,0,240.0,0.96,0.0,300.0,0.6,0.0,0.0,470.4,211.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992,0.0,0.0,0.0,36.0,0.0,0.0
White Bread (1 slice),Grain,70,2.0,13.0,1.0,0.6,1.2,140,0,Breakfast,0,40.0,0.8,0.0,48.0,0.8640000000000001,0.0,0.0,40.0,184.0,0.0,0.0,0.0,0.10880000000000001,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
Jelly (1 tbsp grape),Condiment,50,0.0,13.0,0.0,0.1,12.0,5,0,Breakfast,0,15.0,0.15,0.0,1.05,0.028499999999999998,0.8999999999999999,0.8999999999999999,8.1,4.5,0.0045,0.0,0.00015,0.0039,0.005399999999999999,0.003,0.0,0.135,0.0,0.0,0.045,0.3,0.00075,0.00015,0.0006,0.0,0.0,0.0,0.0
Veggie Burger (1 patty),Protein/Vegetarian,120,11.0,10.0,4.0,5.0,1.0,350,0,Lunch,250,100.0,5.3,0.0,59.0,1.45,0.0,0.0,457.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0
Bun (hamburger),Grain,140,4.0,26.0,2.0,1.0,4.0,260,0,Lunch,0,100.0,1.2,0.0,140.0,2.86,20.0,152.0,162.0,354.0,0.9,0.0,0.543,0.246,3.905,0.157,0.0,0.2,0.2,0.33,1.4,47.0,2.323,3.108,1.324,0.0,21.0,0.0,0.0
Ketchup (1 tbsp),Condiment,20,0.2,5.0,0.1,0.2,4.0,160,0,Lunch,0,15.0,0.045,0.0,2.1,0.058499999999999996,2.1,3.9,39.75,139.2,0.024,3.9,0.0016499999999999998,0.024900000000000002,0.21509999999999999,0.0237,0.0,0.6149999999999999,0.0,0.219,0.44999999999999996,1.3499999999999999,0.0021,0.00225,0.00615,0.0,0.0,0.0,0.0
Muffin (Blueberry 1 large),Grain/Dessert,380,5.0,55.0,16.0,2.0,30.0,350,50,Breakfast,250,200.0,2.0,0.0,0.0,1.44,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee (with cream/sugar),Beverage,50,0.5,5.0,3.0,0.0,4.5,10,10,Breakfast,250,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potato Chips (1 oz),Snack/Processed,160,2.0,15.0,10.0,1.0,0.5,170,0,Snack,0,28.4,1.0224,0.0,5.9639999999999995,0.0,0.0,0.0,337.96,136.88799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01388,0.0,0.0,0.0,0.0,0.0,0.0
Tzatziki Sauce (2 tbsp),Condiment/Dairy,30,1.5,2.0,2.0,0.0,1.5,100,5,Dinner,0,15.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.55,0.0,0.0
Pancakes (2 medium),Grain,180,5.0,30.0,5.0,1.0,6.0,450,25,Breakfast,0,150.0,2.4000000000000004,0.0,145.5,0.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215,0.0,0.0,0.0,78.0,0.0,0.0
Maple Syrup (2 tbsp),Condiment,104,0.0,27.0,0.0,0.0,24.0,2,0,Breakfast,0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,42.449999999999996,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausage Link (1 cooked),Protein/Meat,85,5.0,1.0,7.0,0.0,0.5,300,20,Breakfast,0,45.0,0.0,0.0,4.95,0.2655,4.95,70.65,217.35,372.15000000000003,0.5895,0.0,0.0954,0.081,1.2645,0.08055,0.0,0.0,0.49500000000000005,0.1125,0.0,0.45,4.189500000000001,5.04,1.6335,0.0711,27.45,0.07605,1.431
Smoothie (Fruit & Yogurt),Beverage/Meal,280,12.0,55.0,3.0,7.0,40.0,70,5,Breakfast,250,100.0,2.8,0.0,73.0,0.41,31.0,73.0,349.0,38.0,0.51,75.0,0.064,0.143,0.796,0.157,0.0,8.1,0.5,1.12,85.4,50.0,1.391,3.919,0.746,0.0,4.0,0.0,0.0
Tofu (4oz firm),Protein/Vegetarian,90,10.0,3.0,5.0,2.0,1.0,10,0,Lunch,0,113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown Rice (1 cup cooked),Grain,215,5.0,45.0,1.8,3.5,0.4,10,0,Lunch,0,240.0,11.52,0.0,24.0,5.712,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bell Pepper (1 medium red),Vegetable,31,1.2,6.0,0.3,2.1,4.2,4,0,Lunch,0,150.0,1.4129999999999998,0.0,11.25,0.279,13.5,25.200000000000003,244.5,0.0,0.189,0.0,0.05865000000000001,0.1332,0.954,0.3705,0.0,149.25,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hummus (2 tbsp),Legume,70,2.0,4.0,5.0,2.0,0.0,130,0,Snack,0,15.0,1.065,0.0,10.65,0.1935,0.0,0.0,0.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2899999999999998,0.0,0.0,0.0,0.0,0.5355,0.0,0.0,0.0,0.0,0.0,0.0
Pita Bread (1 whole wheat),Grain,170,6.0,35.0,1.5,5.0,2.0,320,0,Snack,0,100.0,5.1,0.0,154.0,2.77,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pork Chop (4oz grilled),Protein/Meat,220,30.0,0.0,10.0,0.0,0.0,70,85,Dinner,250,113.4,1.1340000000000001,0.0,17.01,0.8278200000000001,24.948000000000004,197.31600000000003,332.26200000000006,469.47600000000006,1.5195600000000002,31.752000000000002,0.508032,0.18484200000000003,6.552252,0.46607400000000004,0.0,0.3402,0.45360000000000006,0.48762000000000005,3.5154000000000005,39.690000000000005,3.0255120000000004,4.37157,1.9107900000000002,0.0,52.16400000000001,0.0,0.0
Mashed Potatoes (1 cup),Vegetable,230,4.0,35.0,8.0,3.0,2.0,350,15,Dinner,0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corn (1 cup),Vegetable,132,4.7,30.0,1.8,3.6,8.9,2,0,Dinner,0,240.0,14.639999999999999,0.0,146.4,2.904,0.0,0.0,0.0,364.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,0.0,0.0,0.0,0.0,0.0,0.0
Soda (1 can Coke),Beverage,140,0.0,39.0,0.0,0.0,39.0,45,0,Snack,355,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pretzels (1 oz),Grain/Processed,110,3.0,23.0,1.0,1.0,1.0,450,0,Snack,0,28.4,1.0224,0.0,0.0,0.0,0.0,0.0,0.0,366.35999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheddar Cheese (1 oz),Dairy,115,7.0,1.0,9.5,0.0,0.5,180,30,Snack,0,28.4,0.0,0.0,202.77599999999998,0.0,0.0,0.0,0.0,192.83599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0775999999999994,0.0,0.0,0.0,25.275999999999996,0.0,0.0
Caesar Salad (with chicken),Meal/Protein,470,30.0,15.0,30.0,3.0,3.0,890,75,Lunch,250,100.0,2.0,0.0,157.0,1.06,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,8.0,0.0,0.0
Orange Juice (1 cup),Beverage,112,1.7,25.8,0.5,0.7,20.8,2,0,Breakfast,240,240.0,0.0,0.0,350.4,0.0,24.0,0.0,451.2,0.0,0.0,0.0,0.0,0.0,0.4008,0.0792,0.0,60.0,100.8,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacon (2 slices cooked),Protein/Meat,86,6.0,0.2,6.8,0.0,0.1,330,18,Breakfast,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,28.400000000000002,0.0,0.0
Waffles (2 homemade),Grain,220,6.0,28.0,9.0,1.5,3.0,420,45,Breakfast,0,100.0,1.4,0.0,0.0,0.51,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.86,5.71,0.0,0.0,0.0,0.0
Pear,Fruit,101,0.6,27.0,0.2,5.5,16.0,2,0,Snack,0,100.0,3.1,0.0,9.0,0.18,7.0,11.0,104.0,3.0,0.09,1.0,0.012,0.026,0.162,0.028,0.0,4.3,0.0,0.12,4.2,7.0,0.022,0.084,0.094,0.0,0.0,0.0,0.0
Chicken Breast (4oz roasted),Protein/Meat,185,35.0,0.0,4.0,0.0,0.0,80,95,Lunch,500,113.4,0.0,0.0,179.17200000000003,0.43092,0.0,0.0,0.0,491.02200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9278000000000002,0.0,0.0,0.0,0.0,5.193720000000001,0.0,0.0,0.0,75.97800000000001,0.0,0.0
Mixed Nuts (1/4 cup),Nut,200,6.0,8.0,18.0,3.0,2.0,1,0,Snack,0,60.0,4.26,0.0,75.0,2.784,0.0,0.0,385.8,171.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.284,17.16,8.58,0.0,0.0,0.0,0.0
Tilapia (4oz baked),Protein/Fish,110,22.0,0.0,2.5,0.0,0.0,50,50,Dinner,0,113.4,0.0,0.0,0.0,0.0,0.0,0.0,396.90000000000003,34.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670000000000001,0.0,0.0,0.0,22.680000000000003,0.0,0.0
Asparagus (1 cup steamed),Vegetable,40,4.3,7.4,0.4,3.6,3.5,4,0,Dinner,0,240.0,5.76,0.0,57.599999999999994,5.64,0.0,0.0,484.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Potato (1 medium baked),Vegetable,103,2.3,23.6,0.2,3.8,7.4,41,0,Dinner,0,150.0,2.8499999999999996,0.0,39.0,0.8699999999999999,0.0,0.0,0.0,259.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,21.0,0.0,0.0
Popcorn (3 cups air-popped),Grain,93,3.0,18.6,1.1,3.6,0.1,2,0,Snack,250,240.0,28.32,0.0,0.0,6.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.352,7.056,0.0,0.0,0.0,0.0
Raisins (1/4 cup),Fruit,130,1.3,34.0,0.2,1.6,25.0,5,0,Snack,0,60.0,2.6999999999999997,0.0,37.199999999999996,1.074,21.599999999999998,58.8,446.4,15.6,0.216,0.0,0.06359999999999999,0.075,0.4596,0.10439999999999999,0.0,1.38,0.0,0.072,2.1,3.0,0.0564,0.0144,0.031799999999999995,0.0,0.0,0.0,0.0
Macaroni & Cheese (1 cup),Meal/Pasta,350,10.0,40.0,17.0,2.0,5.0,750,40,Lunch,250,240.0,0.96,0.0,168.0,1.056,0.0,0.0,170.4,1077.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4079999999999995,0.0,0.0,0.0,31.2,0.0,0.0
Tomato Soup (1 can),Meal/Vegetable,170,4.0,25.0,6.0,4.0,15.0,900,10,Lunch,0,350.0,2.4499999999999997,0.0,24.5,0.9800000000000001,0.0,0.0,1078.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
Grilled Cheese Sandwich,Meal/Processed,390,15.0,32.0,22.0,3.0,4.0,800,60,Lunch,0,100.0,2.6,0.0,224.0,2.31,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,29.0,0.0,0.0
Beef Tacos (2 hard shell),Meal/Meat,380,18.0,28.0,22.0,5.0,3.0,600,50,Dinner,500,100.0,0.9,0.0,130.0,1.12,17.0,160.0,273.0,473.0,2.65,69.0,0.054,0.154,2.255,0.206,0.0,6.6,0.1,0.75,5.8,15.0,5.26,3.836,0.405,0.0,44.0,0.0,0.0
Refried Beans (1/2 cup),Legume,115,7.0,19.0,1.0,6.0,1.0,480,0,Dinner,0,120.0,4.44,0.0,34.8,1.728,42.0,110.39999999999999,382.8,444.0,0.696,0.0,0.08639999999999999,0.09,0.41879999999999995,0.1176,0.0,6.84,0.0,0.108,2.52,12.0,0.7572,0.7212,0.6516000000000001,0.0,0.0,0.0,0.0
Guacamole (1/4 cup),Vegetable/Condiment,90,1.0,4.0,8.0,3.0,0.5,120,0,Dinner,0,60.0,4.02,0.0,0.0,0.0,0.0,0.0,300.0,229.79999999999998,0.0,0.0,0.0,0.0,0.0,0.1602,0.0,7.199999999999999,0.0,0.0,12.78,48.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0
Watermelon (1 cup diced),Fruit,46,0.9,11.5,0.2,0.6,9.4,2,0,Snack,0,240.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English Muffin (whole wheat),Grain,134,6.0,26.0,1.0,4.4,1.0,210,0,Breakfast,250,100.0,1.6,0.0,233.0,2.09,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,105.0,0.0,0.0
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.0,50.0,17.0,5.0,20.0,450,0,Lunch,250,100.0,2.8,0.0,128.0,2.33,64.0,157.0,232.0,368.0,1.19,0.0,0.315,0.188,6.303,0.179,0.0,0.2,0.0,2.72,0.2,85.0,3.391,7.796,4.584,0.0,0.0,0.0,0.0
Clam Chowder (1 cup),Meal/Seafood,200,10.0,18.0,9.0,1.0,2.0,870,30,Lunch,0,240.0,0.96,0.0,98.39999999999999,0.696,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,0.0,12.743999999999998,0.0,0.0,0.0,84.0,0.0,0.0
Iced Tea (Sweetened 16oz),Beverage,180,0.0,46.0,0.0,0.0,46.0,15,0,Snack,500,453.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lasagna (1 serving meat),Meal/Pasta,350,20.0,30.0,17.0,4.0,7.0,850,55,Dinner,250,100.0,0.9,0.0,92.0,0.83,0.0,0.0,0.0,203.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,18.0,0.0,0.0
Garlic Bread (1 slice),Grain,150,4.0,18.0,7.0,1.0,1.0,310,0,Dinner,0,40.0,0.7200000000000001,0.0,0.0,1.012,0.0,0.0,0.0,168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052,0.0,0.0,0.0,3.6,0.0,0.0
Chocolate Milk (1 cup),Beverage/Dairy,200,8.0,26.0,8.0,1.0,24.0,160,30,Snack,0,240.0,0.96,0.0,300.0,0.6,0.0,0.0,470.4,211.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992,0.0,0.0,0.0,36.0,0.0,0.0
White Bread (1 slice),Grain,70,2.0,13.0,1.0,0.6,1.2,140,0,Breakfast,0,40.0,0.8,0.0,48.0,0.8640000000000001,0.0,0.0,40.0,184.0,0.0,0.0,0.0,0.10880000000000001,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
Jelly (1 tbsp grape),Condiment,50,0.0,13.0,0.0,0.1,12.0,5,0,Breakfast,0,15.0,0.15,0.0,1.05,0.028499999999999998,0.8999999999999999,0.8999999999999999,8.1,4.5,0.0045,0.0,0.00015,0.0039,0.005399999999999999,0.003,0.0,0.135,0.0,0.0,0.045,0.3,0.00075,0.00015,0.0006,0.0,0.0,0.0,0.0
Veggie Burger (1 patty),Protein/Vegetarian,120,11.0,10.0,4.0,5.0,1.0,350,0,Lunch,250,100.0,5.3,0.0,59.0,1.45,0.0,0.0,457.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0
Bun (hamburger),Grain,140,4.0,26.0,2.0,1.0,4.0,260,0,Lunch,0,100.0,1.2,0.0,140.0,2.86,20.0,152.0,162.0,354.0,0.9,0.0,0.543,0.246,3.905,0.157,0.0,0.2,0.2,0.33,1.4,47.0,2.323,3.108,1.324,0.0,21.0,0.0,0.0
Ketchup (1 tbsp),Condiment,20,0.2,5.0,0.1,0.2,4.0,160,0,Lunch,0,15.0,0.045,0.0,2.1,0.058499999999999996,2.1,3.9,39.75,139.2,0.024,3.9,0.0016499999999999998,0.024900000000000002,0.21509999999999999,0.0237,0.0,0.6149999999999999,0.0,0.219,0.44999999999999996,1.3499999999999999,0.0021,0.00225,0.00615,0.0,0.0,0.0,0.0
Muffin (Blueberry 1 large),Grain/Dessert,380,5.0,55.0,16.0,2.0,30.0,350,50,Breakfast,250,200.0,2.0,0.0,0.0,1.44,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee (with cream/sugar),Beverage,50,0.5,5.0,3.0,0.0,4.5,10,10,Breakfast,250,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potato Chips (1 oz),Snack/Processed,160,2.0,15.0,10.0,1.0,0.5,170,0,Snack,0,28.4,1.0224,0.0,5.9639999999999995,0.0,0.0,0.0,337.96,136.88799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01388,0.0,0.0,0.0,0.0,0.0,0.0
Tzatziki Sauce (2 tbsp),Condiment/Dairy,30,1.5,2.0,2.0,0.0,1.5,100,5,Dinner,0,15.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.55,0.0,0.0
Scallops (3oz seared),Protein/Seafood,95,17.0,5.0,1.0,0.0,0.0,180,35,Dinner,0,85.1,0.0,0.0,19.573,0.27232,0.0,0.0,285.936,137.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.381,0.0,0.0
Risotto (Mushroom 1 cup),Meal/Grain,250,7.0,35.0,9.0,3.0,3.0,600,20,Dinner,0,240.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,3432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.432,0.0,0.0,0.0,0.0,0.0,0.0
Caprese Salad,Meal/Vegetable,240,10.0,8.0,18.0,2.0,5.0,350,40,Lunch,250,100.0,1.0,0.0,79.0,0.94,0.0,0.0,183.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,13.0,0.0,0.0
Balsamic Vinaigrette (2 tbsp),Condiment,90,0.0,3.0,9.0,0.0,2.5,300,0,Lunch,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4995,0.0,0.0,0.0,0.0,0.0,0.0
Cherries (1 cup),Fruit,77,1.6,19.0,0.5,2.5,15.0,0,0,Snack,0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Bacon (2 slices),Protein/Meat,70,6.0,1.0,5.0,0.0,0.5,360,30,Breakfast,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428,0.0,0.0,0.0,28.400000000000002,0.0,0.0
Grits (1 cup cooked),Grain,150,3.0,32.0,1.0,2.0,0.5,320,0,Breakfast,0,240.0,1.68,0.0,9.6,1.08,16.8,40.8,50.4,194.4,0.288,38.4,0.37679999999999997,0.1128,1.488,0.1344,0.0,0.0,0.0,0.432,2.16,45.6,1.7495999999999998,1.1088,0.9168,0.0,7.199999999999999,0.0,0.0
